User_ID,Account_Age,Email_Verified,Phone_Verified,Total_Products_Ordered,Return_Attempts,Successful_Returns,Complaints_Raised,Complaints_Refuted,Frequent_Location,Total_Reviews_Written,Legitimacy_Score,Normalized_Legitimacy_Score,Password
U148,2,FALSE,FALSE,172,16,14,18,11,Andreamouth,93,129,0.491596639,ahlvmiqz
U149,8,FALSE,TRUE,49,15,12,9,10,Lake Hunter,67,110,0.464985994,hooydpyi
U150,9,FALSE,TRUE,85,18,8,10,17,Port Jason,3,38,0.364145658,lfczsdui
U151,7,TRUE,FALSE,171,2,7,19,8,West Deborah,42,145,0.514005602,gyylignp
U152,9,FALSE,TRUE,93,5,16,3,0,Carrollbury,74,222,0.621848739,kzbicdon
U153,7,TRUE,TRUE,59,12,0,5,19,North Paulaburgh,44,246,0.655462185,thcmvtgj
U154,9,FALSE,FALSE,112,4,13,0,14,Bernardborough,4,162,0.537815126,fginqkge
U155,1,TRUE,FALSE,122,4,11,9,17,North Andrew,70,267,0.68487395,agacmloz
U156,5,FALSE,FALSE,78,18,4,0,15,Lake Amandashire,10,85,0.429971989,qgrqykmk
U157,7,FALSE,FALSE,157,9,4,11,7,Melissaland,4,51,0.382352941,wiqqypbf
U158,8,TRUE,FALSE,144,7,15,4,17,Francisport,89,368,0.826330532,zuianard
U159,5,TRUE,FALSE,179,12,16,11,9,Ortegaville,11,104,0.456582633,tipatpkl
U160,3,TRUE,TRUE,72,17,7,6,13,Port Taylorchester,58,200,0.591036415,unhuefkl
U161,8,TRUE,FALSE,189,16,15,15,14,Theodoreburgh,15,95,0.443977591,wvzuzvpc
U162,8,TRUE,FALSE,198,8,2,15,16,Thomasborough,58,266,0.683473389,wwcjxrvv
U163,5,TRUE,TRUE,169,12,18,3,6,Morrisside,78,339,0.785714286,eljurivz
U164,7,TRUE,TRUE,142,14,5,19,11,Smithville,55,151,0.522408964,xtrjkskl
U165,8,FALSE,FALSE,180,15,8,14,4,Port Elizabeth,76,137,0.50280112,xdirjwsx
U166,4,FALSE,TRUE,30,7,4,8,6,South Stephanieshire,71,137,0.50280112,cwzqhogm
U167,7,FALSE,FALSE,42,3,16,13,3,Harveyshire,18,-70,0.212885154,anugalvn
U168,5,FALSE,FALSE,10,4,10,10,0,Harveymouth,41,-38,0.257703081,nilntqwa
U169,3,TRUE,FALSE,97,18,5,16,3,New Nicholastown,83,74,0.414565826,blovohqn
U170,7,FALSE,TRUE,80,16,10,7,14,Perezmouth,77,198,0.588235294,pgthyngn
U171,9,TRUE,TRUE,23,16,2,5,12,Madisonchester,36,139,0.505602241,fqrprzmh
U172,7,TRUE,FALSE,141,17,5,10,1,West Robert,31,77,0.418767507,fwsvrzsc
U173,9,TRUE,TRUE,158,16,6,13,6,Lake Stanley,15,114,0.470588235,eiuqxest
U174,5,TRUE,FALSE,53,3,13,11,1,Lake Frederickfort,7,-19,0.284313725,ruxbdtmt
U175,1,FALSE,TRUE,88,11,0,10,10,New Kimberly,32,99,0.449579832,pyufwotz
U176,5,FALSE,FALSE,150,19,15,18,11,Christopherfort,60,30,0.352941176,vsdzhpws
U177,3,TRUE,TRUE,18,13,9,4,2,Jenniferfurt,12,35,0.359943978,uqviddwm
U178,2,TRUE,FALSE,139,9,0,6,6,Port Paulport,14,146,0.515406162,qlwlwklu
U179,3,TRUE,FALSE,35,1,18,12,3,West Sonya,77,99,0.449579832,jumauwcc
U180,5,TRUE,TRUE,147,14,17,8,11,Jacksonmouth,17,162,0.537815126,wmsbzzzh
U181,7,TRUE,TRUE,160,13,19,9,17,West Christopherview,91,348,0.798319328,fndtrcuk
U182,1,TRUE,TRUE,28,7,12,1,11,East Jo,72,260,0.675070028,valfqpyf
U183,5,TRUE,TRUE,45,3,5,3,8,New Dianetown,66,272,0.691876751,xmitjqxw
U184,5,TRUE,FALSE,131,5,9,17,14,New Jenniferbury,3,54,0.386554622,hgtycowv
U185,9,TRUE,FALSE,34,16,1,7,11,Veronicatown,19,43,0.371148459,pijiviri
U186,8,FALSE,FALSE,191,4,4,18,8,Penamouth,80,199,0.589635854,nwrofjmf
U187,4,FALSE,TRUE,164,19,2,19,18,Debraton,22,67,0.404761905,bzecufla
U188,4,TRUE,TRUE,72,16,1,8,19,Faulknerhaven,18,149,0.519607843,dmvnmbgq
U189,2,FALSE,TRUE,41,19,7,9,16,Amandahaven,32,40,0.366946779,yhusdyxt
U190,7,TRUE,TRUE,182,7,3,6,13,South Michaelton,81,422,0.901960784,glrzrqss
U191,6,TRUE,TRUE,70,16,7,17,5,Bryantland,42,27,0.348739496,lcexnhwi
U192,4,FALSE,FALSE,9,7,6,2,1,Spearsstad,47,49,0.379551821,aqggnjva
U193,2,TRUE,FALSE,183,14,13,15,8,West Christine,75,181,0.56442577,vpospaap
U194,8,FALSE,FALSE,0,9,0,2,3,Amandaland,46,58,0.392156863,hsvbcizc
U195,9,TRUE,FALSE,97,1,5,7,6,South Jamie,61,232,0.635854342,ikwldvjy
U196,4,FALSE,TRUE,63,17,17,15,15,West Susanberg,38,3,0.31512605,zcovcuse
U197,4,FALSE,FALSE,122,17,6,10,11,New Lindachester,13,14,0.330532213,nobzzlvs
U198,3,TRUE,FALSE,139,13,17,13,15,Davisside,54,149,0.519607843,rkvotfkr
U199,9,FALSE,FALSE,73,14,3,19,2,Taylorstad,26,-113,0.152661064,vllbafzt
U200,2,FALSE,TRUE,73,3,9,11,6,Johnsonfurt,95,204,0.596638655,iwxdzfkm
U201,7,FALSE,FALSE,59,17,11,3,6,Michaelmouth,36,38,0.364145658,zebbnhrs
U202,5,TRUE,TRUE,122,15,15,0,13,East Kevin,34,260,0.675070028,tyvbsiek
U203,3,FALSE,FALSE,107,0,11,5,4,Port Tylerton,32,125,0.485994398,dqccbqim
U204,4,TRUE,TRUE,4,7,13,11,15,North John,99,214,0.610644258,ekzuwjdj
U205,9,FALSE,FALSE,103,0,13,14,11,Andrewmouth,71,152,0.523809524,pciwxrgx
U206,4,FALSE,TRUE,186,17,15,1,15,North Devin,94,382,0.845938375,hhrizdno
U207,9,TRUE,FALSE,162,8,7,9,16,Maryfort,97,360,0.81512605,oqbvujzz
U208,5,FALSE,FALSE,185,18,6,2,19,Noahport,62,292,0.719887955,qqplcajc
U209,9,FALSE,FALSE,197,7,13,18,3,South Michael,83,155,0.528011204,scwrfajf
U210,6,FALSE,FALSE,95,15,16,5,16,East Alicia,37,104,0.456582633,djayvapo
U211,6,TRUE,TRUE,34,17,11,3,8,Melissaborough,15,79,0.421568627,ipdirhsq
U212,8,FALSE,FALSE,78,13,8,16,6,Shanemouth,75,33,0.357142857,kicceywg
U213,4,FALSE,TRUE,16,3,0,6,10,North Kelly,12,73,0.413165266,ibmpqddg
U214,1,FALSE,FALSE,140,16,1,18,9,New Carrieborough,77,79,0.421568627,rripieal
U215,8,FALSE,FALSE,56,0,15,15,11,Port Rodneyside,34,15,0.331932773,rxrnxouj
U216,8,TRUE,FALSE,163,6,15,16,15,Port Michael,2,88,0.434173669,fnsjvpxj
U217,5,TRUE,FALSE,100,11,4,19,11,East Ronald,29,20,0.338935574,bahcbbka
U218,1,FALSE,TRUE,105,9,5,4,12,Katherinemouth,60,242,0.649859944,xbsnrkkx
U219,5,FALSE,FALSE,138,19,2,18,11,Lake Tony,12,-52,0.238095238,ikpegdzk
U220,4,TRUE,FALSE,14,18,9,1,17,Davidfort,2,43,0.371148459,zagdovdt
U221,2,FALSE,TRUE,47,12,12,3,16,Port Kelly,6,79,0.421568627,trjppuch
U222,1,FALSE,FALSE,28,17,10,18,13,New Dawn,49,-92,0.182072829,gvuqtevw
U223,1,TRUE,FALSE,81,5,9,17,14,North Thomasburgh,75,140,0.507002801,kppxbgux
U224,2,FALSE,TRUE,13,8,14,18,19,Aaronport,91,96,0.445378151,qznhcits
U225,8,FALSE,TRUE,154,4,11,12,11,Williamsmouth,1,115,0.471988796,rwkmsxeg
U226,4,TRUE,FALSE,46,11,6,10,7,East Elizabethstad,95,162,0.537815126,cmsxvybh
U227,7,TRUE,FALSE,132,16,8,13,11,Jessicastad,31,87,0.432773109,yoabxcyj
U228,8,FALSE,TRUE,82,19,2,18,2,East Katherinestad,16,-89,0.18627451,fwcashcg
U229,9,TRUE,FALSE,154,3,13,13,15,Kennethville,75,276,0.697478992,zyvhblxj
U230,9,FALSE,TRUE,3,15,14,8,19,Haydenberg,75,133,0.49719888,pslewzok
U231,4,FALSE,FALSE,83,0,17,7,8,Jameschester,0,27,0.348739496,dfjmirhs
U232,2,TRUE,FALSE,123,7,16,5,1,Rosston,51,167,0.544817927,bnwxmlxd
U233,5,TRUE,TRUE,28,12,1,17,13,West Meganland,89,149,0.519607843,mdbhdhns
U234,6,TRUE,TRUE,118,10,3,6,9,Wagnerfort,12,183,0.567226891,gspgmxoj
U235,9,TRUE,TRUE,110,13,11,19,8,West Jenniferfurt,40,71,0.410364146,hmjbwiaz
U236,3,TRUE,TRUE,158,5,0,11,11,Rebeccatown,29,242,0.649859944,vvavjmih
U237,3,TRUE,FALSE,30,11,18,18,4,Jessicahaven,31,-103,0.166666667,ypowjhet
U238,1,TRUE,FALSE,39,18,5,3,5,Aaronborough,6,-2,0.308123249,feablest
U239,9,TRUE,FALSE,35,11,4,14,11,Colonville,33,21,0.340336134,zpuswnhh
U240,1,FALSE,TRUE,19,3,19,13,19,Matthewville,62,107,0.460784314,xrmawyow
U241,6,FALSE,TRUE,156,14,9,18,16,Port Justinstad,59,148,0.518207283,yxkanoyn
U242,2,TRUE,FALSE,197,9,19,7,10,Lake Randyburgh,2,152,0.523809524,fwohdwfv
U243,7,FALSE,FALSE,100,17,15,8,12,West Jamesfurt,84,147,0.516806723,znxkstos
U244,1,TRUE,FALSE,36,3,8,18,16,Jacksonborough,37,31,0.354341737,mapubbex
U245,2,FALSE,FALSE,138,5,19,12,0,New Donald,67,93,0.441176471,stpksxas
U246,6,FALSE,FALSE,151,2,11,14,17,Jamesfort,84,244,0.652661064,tameqwpy
U247,7,FALSE,TRUE,18,19,19,11,9,East Benjamin,58,0,0.31092437,vsnihvmc
U248,7,TRUE,FALSE,16,5,13,15,17,Ritaview,21,6,0.319327731,whfzffmm
U249,7,TRUE,FALSE,70,13,19,9,13,New Michael,43,92,0.43977591,iwmcqase
U250,7,FALSE,FALSE,111,19,9,5,16,Christensenview,4,50,0.380952381,moqkiutj
U251,4,TRUE,TRUE,96,14,19,10,19,South Angelaland,82,255,0.668067227,luptzaug
U252,2,TRUE,TRUE,69,5,16,10,15,Lake Pamelashire,90,271,0.69047619,eiffqtqh
U253,4,FALSE,TRUE,159,11,2,4,13,North Nicholasberg,31,245,0.654061625,viyhrncz
U254,5,FALSE,TRUE,25,11,17,6,3,Kingfurt,57,65,0.401960784,ftbvimoi
U255,3,FALSE,TRUE,107,0,8,19,18,North Austin,21,89,0.43557423,sarbgkns
U256,7,TRUE,TRUE,155,12,5,19,1,Keithside,7,28,0.350140056,rhvkusos
U257,9,TRUE,FALSE,50,11,19,2,7,Johnsonfurt,37,114,0.470588235,amlxldwx
U258,3,TRUE,FALSE,87,12,2,18,15,Knappport,16,6,0.319327731,gkcjmfeq
U259,7,FALSE,FALSE,56,2,4,11,13,Chavezfort,44,95,0.443977591,mmzcvgtd
U260,7,FALSE,FALSE,102,19,18,18,18,West Robintown,22,-61,0.225490196,ljxejfzn
U261,8,FALSE,TRUE,93,16,13,0,17,Sarahside,17,172,0.551820728,dhksragv
U262,7,TRUE,FALSE,134,4,19,11,13,Deborahland,85,265,0.682072829,rntnhoml
U263,9,FALSE,FALSE,85,0,8,11,12,East Samuel,33,103,0.455182073,kzhoxjrw
U264,5,TRUE,FALSE,194,13,3,13,16,Geoffreyside,31,195,0.584033613,ujadeixl
U265,8,FALSE,FALSE,73,16,4,8,13,Annstad,11,8,0.322128852,cosyobmc
U266,8,TRUE,FALSE,114,1,3,4,12,Port Aprilland,30,249,0.659663866,ttwlsovh
U267,1,FALSE,FALSE,196,6,8,16,14,Davisview,57,176,0.557422969,phffloll
U268,8,FALSE,FALSE,168,12,4,1,17,New Jeremyville,75,341,0.788515406,jocguqlb
U269,2,FALSE,TRUE,61,11,6,3,8,Kristiechester,26,110,0.464985994,wgkgmpeo
U270,2,FALSE,TRUE,119,15,15,11,4,New Charleshaven,62,102,0.453781513,doqzdjvh
U271,1,TRUE,FALSE,95,0,14,0,1,Lake Katieside,99,322,0.761904762,zuksgall
U272,3,TRUE,TRUE,188,12,1,16,12,Crystalshire,94,320,0.759103641,gcmsmwpj
U273,1,TRUE,FALSE,37,19,6,19,6,Saraside,17,-144,0.109243697,rmxoqdxp
U274,3,TRUE,FALSE,6,14,15,0,9,West Brettville,10,27,0.348739496,osxuspjz
U275,5,TRUE,FALSE,111,13,17,5,12,Parkton,20,122,0.481792717,uavvozck
U276,6,FALSE,FALSE,172,13,13,5,7,South Michelle,36,150,0.521008403,jvmdompw
U277,6,FALSE,FALSE,193,14,8,9,8,West Juanport,55,179,0.56162465,rhpvdbzw
U278,2,TRUE,TRUE,5,7,4,8,19,New Robertfurt,29,139,0.505602241,poewlxch
